Date	Time	Activity	Distance	Duration	WorkoutName	WorkoutType	CompName	CompDist	CompPlace	Shoes	Notes
01/12/2016	09:00:00	Running	7.5	00.00	10x600,1x1000,4x200 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	Started outside for 10x600 with 200 jog rest, starting with a 200 jog. Just me and Alex for the group, I lead odds, he lead evens. This works well.<br /><br /><br />Splits:1:47,1:48,1:49,1:50,1:48,1:50,1:47,1:50,1:47,1:48...Total time 26:26.<br /><br /><br />Next up was a 1000 inside at 3k pace. Ran a 2:49 and felt good. Just imagining doing this for a 5k...oh baby.<br /><br /><br />4x200 to finish. Ran 31,32,31,29 low<br /><br /><br />Calves feel tight and tired, but overall feeling strong. Wouldn't expect to feel on top or that would mean I'm not training well enough. Will see what I can do in the 3k on Saturday, but the BU 5k is the real goal for now.<br /><br />
01/12/2016	15:30:00	Eliptical Trainer	0	30:00.00		Training					HR 170s 
01/12/2016	16:05:00	Core	0	40:00.00		Training					Core/Stretch 
01/13/2016	09:00:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Slater Batterson..hung off the back because my legs were tired. 
01/13/2016	14:30:00	Eliptical Trainer	0	30:00.00		Training					HR 170s, had work so I had to do this early 
01/14/2016	09:00:00	Running	10	1:10:00.00	Strides 	Workout			0	ASICS Gel-Pursue (01/09/2015)	To a turf field in NB with Alex, Dave, and Kevin.<br /><br /><br />8 strides<br /><br /><br />Sauna for 30 min with Jason after. 
01/14/2016	14:30:00	Eliptical Trainer	0	30:00.00		Training					HR 170s 
01/14/2016	15:30:00	Core	0	40:00.00		Training					core/stretch 
01/15/2016	09:30:00	Core	0	40:00.00		Training					Lift/core/foam roll 
01/15/2016	15:30:00	Running	7	49:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Legs didn't want to move...SQP-Golf Course-SQP 
01/16/2016	00:00:00	Running	8	56:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	WU/Long CD 
01/16/2016	00:00:00	Running	1.87	8:46.00	Competition 	Competition	Great Dane Classic	3K Run	1		Won the slow heat easily. Started in back, moved to 2nd, hung on UCONN until about 1900m, then took the lead with 1 kid following who eventually dropped. Am I happy about this race? Not overly, the time was way slower than I believe it should be, though I should have been in a better heat. I beat a bunch of slow kids, big deal. I wasn't even mentally as strong as I've been either. I just know I'm capable of better, and have to hold myself to certain standards that's all. 2 weeks until the BU 5k...no screwing around here. 
01/17/2016	09:25:00	Running	17	1:57:00.00	Long Run 	Workout			0	ASICS Gel-Pursue (01/09/2015)	WHR starting early due to work. Ran an hour alone, and met the team at this point. Accidentally went a bit far out and went over by 13 min, but was feeling good the last 45 minutes or so. 
01/18/2016	09:00:00	Running	10	1:10:00.00	Strides 	Workout			0	ASICS Gel-Pursue (01/09/2015)	Slater Batterson with Alex and Dave. Legs feel tired, no desire to move, and that has been the theme lately. Going to stop going so hard on the Elliptical I think, to see if that makes me feel better.<br /><br /><br />8 strides in the bubble 
01/18/2016	11:30:00	Eliptical Trainer	0	30:00.00		Training					Cross trained early due to work. HR 150s, keeping it reserved. 
01/19/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Quick WU/ Slow CD 
01/19/2016	15:15:00	Running	6.5	00.00	3 x 1200, 8 x 300, 4 x 200 	Workout			0		Felt like shit, legs did not want to move and were really tight. Easily the worst of the 3 workouts I've had. Very windy for the 3 x 1200 which made them slow regardless.<br /><br /><br />3 x 1200: 3:36 (my lead, picked up as we went), 3:44 (Alex lead, we decided to relax and feel the pace), 3:51 (Tyler lead, my legs were not there and I fell off)<br /><br /><br />8 x 300: 50,52,52,50,52,52,52,51 ( These were better than the 1200s, but I still felt tired and the legs were struggling to keep moving)<br /><br /><br />4 x 200: 33,34,33,34 (No speed whatsoever, so these were pretty slow)<br /><br /><br />Overall my breathing is smooth and effortless as ever, just my legs are not matching up yet. 
01/20/2016	09:00:00	Running	4.5	30:00.00	Easy Run 	Training			0		Didn't feel like going to school to xtrain, so I did a short run to see how it makes me feel later. Ran in the Brooks Launch 3 I got for free from Fleet Feet, light and cushioned. 
01/20/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Slow run in the afternoon alone around AW and the Golf Course. My legs feel absolutely beat, its like I don't even want to run... 
01/21/2016	00:00:00	Eliptical Trainer	0	30:00.00		Training					Not going hard for now to see if it helps my legs. HR 150ish. 
01/21/2016	15:15:00	Running	9	1:10:00.00	Strides 	Workout			0	ASICS Gel-Pursue (01/09/2015)	Started with a group and died off. Went to run alone in SQP. This isn't how I should feel. Will call this 9 to even out the fact that neither today or yesterday were realistically 10 miles.<br /><br /><br />8 strides 
01/22/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	WU/CD 
01/22/2016	08:00:00	Running	5	27:10.00	Tempo Run 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	I mean better than I had expected, but I felt like garbage regardless. Breathing is amazingly smooth, could've held a conversation during this probably, but the legs are just on empty right now. Went out slow at 5:47 with the group. Took the lead at the 2.5 mile turn around which was like 13:57 which again was slow, and we picked up. Fell off the group about a half to a full mile later. Then in the last mile I told my self I wasn't going to finish behind everyone, so I picked up and passed all but Tyler. This just makes me a bit angry because this pace should be a joke to me right now, I should be easily a full minute faster bare minimum. Oh well, I'm going to stop killing myself and get the legs back. This was overall a bad week, and my races have been very sub-par as well. 
01/23/2016	06:45:00	Running	15	1:45:00.00	Long Run 	Workout			0	ASICS Gel-Pursue (01/09/2015)	Early morning run because of work. Legs felt shitty again the first hour or so, but actually kind of good the end. Didn't push myself to go fast. 
01/24/2016	10:15:00	Running	7	46:30.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Technical easy day, of the week, though I've run pretty slow this week. I can say though, that my legs felt good today, and actually wanted to move. Hopefully this is a good sign of things to come for BU next weekend. 
01/25/2016	09:30:00	Eliptical Trainer	0	30:00.00		Training					HR 150 or so...done with the hard efforts for now as they may not be helping as much as I hoped. All I can say is, I believe I am going to feel good today on the run, but we will find out later. 
01/25/2016	10:00:00	Core	0	20:00.00		Training					10 x physio ball plank, 20 x side crunch, 20 x push-up, 20 x leg up and out (not sure official name, but abs), 20 x superman, 20 x hip raise, 6 x pull up. Did this twice, nothing crazy. 
01/25/2016	15:15:00	Running	10	1:10:00.00	Strides 	Workout			0	ASICS Gel-Pursue (01/09/2015)	Little fatigue still present, but this was the best run I've had since coming back bar none. Legs felt better as we went. Seeded at 14:20 for the weekend, and I have a confidence about myself I have been lacking. I just need to feel smooth and controlled on the workout tomorrow, and I'll be all set. Haven't anticipated a race this much in a while either. 
01/26/2016	00:00:00	Running	6	41:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	WU/CD, felt good on both 
01/26/2016	15:00:00	Running	4.8	00.00	10x400, 4x200 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	Starting to feel like my old self again.<br /><br /><br />Splits 10 x 400: 68.3,73.6,72.6,69.8,68.2,69.1,70.1,67.8,70.6,68.4<br /><br /><br />Splits 4 x 200: 30.2,30.2,30.2,30.2<br /><br /><br />Switched lead with Alex, Brendan, and Dave. Legs really are coming back. The 67.8 rep I lead felt the smoothest of all nicely enough. After a nice easy 3 days I think I'll be ready for something I can be proud of. No excuses since I should be in the fast heat. 
01/27/2016	15:15:00	Running	9	1:01:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Felt really good again today. Ran Slater-Batterson with Alex, Logan, and Ben. 
01/28/2016	15:15:00	Running	6.2	45:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Easy 45. Posterior tibial tendon pretty sore on right leg, and the muscle by that shin was super tight. Stretched a little which helped, though I'll have to foam roll well tonight. Recovery is the name of the game right now. 
01/29/2016	16:00:00	Running	4.5	30:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Cemetery near school with Logan and Ben. They seem to be progressing nicely. 
01/30/2016	00:00:00	Running	3.11	14:48.00	Competition 	Competition	BU Terrier 	5K Run	0		So this was bad, and it was my fault. Through 3k I was so in it! Felt like I was back at my best and hit 8:45 or something which was fine. Then it got a little harder, people started moving up and I turned into the Matt Walker who doubts himself and gives in. The last 10 laps were a sad excuse for a race. I need to smack myself in the head, no excuse to die off like that...I just fell out of sync. I am so close to getting back, though I should also stop holding myself to this high standard because it is only hurting me mentally. I remember running by the team and hearing come on Matt, break 15 and just thinking, has it really come to this? Better things to come at Valentine and NECs, also can't comment on others mentality when mine needs work too.<br /><br /><br />A good way to think of this is like my fitness is a loading bar, I'm 3/5 of the way loaded...just need to have patience and it will all come back. Plus I ran 14:57 at this meet the year I ran 30 flat in the 10k, so I'm surely progressing up quicker. This year may mirror that one somewhat.<br /><br /><br />Shout out to Alex on breaking 15 the first go around, and Bert with an exceptional freshman opener. Sean Ferguson also ran 8:06 today...nuff said there. 
01/30/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	WU/CD 
01/31/2016	09:00:00	Running	18	2:00:00.00	Long Run 	Workout			0	ASICS Gel-Pursue (01/09/2015)	Quick with Alex after everyone separated. NB Res loop, and best long run of the season. Nice to enjoy a run. 
02/01/2016	00:00:00	Running	4.5	32:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Nice day, and didn't feel like going to school to xtrain so I doubled. Broad St loop I guess I'll call it. 
02/01/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	SQP which was muddy, then batterson loop as we do it on the tempo, then around the track with Brendan and Colin. Very enjoyable, also feeling good. 
02/02/2016	00:00:00	Running	5.5	40:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	WU/CD...Right lower shin hurts, has been lately 
02/02/2016	15:00:00	Running	6	00.00	20 x 400 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	20 x 400 with Alex and Brendan.. Switch lead each one. Go every 2 min.<br /><br /><br />Splits: 74.2,71.8,73.2,71.3,71.4,70.8,71.3,70.1,69.3,69.6,69.9,69.8,70.7,69.8,69.7,66.4,65.6,65.3,62.9<br /><br /><br />Felt strong today. Finding out splits hurt me mentally. Felt better not looking at splits. On the last rep hit 29 mid through 200 which I realized was quick and shut down and closed on a 33. Still a good rep, but it is noteworthy. Decided on 3k at BU, and am excited for that. 
02/03/2016	09:30:00	Running	4	30:00.00	Easy Run 	Training			0		Didn't have time to x train before dentist so running it is 
02/03/2016	15:15:00	Running	10	1:10:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Firehouse - Bus Path. Entire run with Alex, but a group to start. Right tibial tendon is sore again, gets better as I warm up like always. 
02/04/2016	15:15:00	Eliptical Trainer	0	1:10:00.00		Training					HR 150s. Tibial tendon hurts so I figured a day of xtraining might be a good move. 
02/05/2016	00:00:00	Core	0	25:00.00		Training					Post run core 
02/05/2016	15:30:00	Running	6.5	45:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	With Alex since the tempo got moved due to snow. Feeling tired from shoveling, but a good run none the less. 
02/06/2016	00:00:00	Running	5	26:36.00	Tempo Run 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	5 mile tempo with Alex. So easy which just shows the treadmill isn't a great sub for actual running. Started 5:39 down to 5:00 last mile. The treadmill was capped at 5:00 otherwise I'd have gone down more as I felt great. 
02/06/2016	00:00:00	Running	7.5	52:00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	22 min wu/30 min cd 
02/07/2016	09:00:00	Running	16.5	1:45:24.00	Long Run 	Workout			0	ASICS Gel-Pursue (01/09/2015)	Great quick long run from school. Big group to start, then after 5+ miles it was just me, Alex, Bert, and Blake. Legs feel strong, and the tendon issue warms up and goes away (mostly) as I run.<br /><br /><br />West Hartford loop into Newington. 
02/08/2016	10:45:00	Running	10	1:10:00.00	Strides 	Workout			0	ASICS Gel-Pursue (01/09/2015)	Downtown NB with Tyler. Super windy and cold on the way back. Snowy.<br /><br /><br />8 strides outside the house 
02/09/2016	00:00:00	Running	3	00.00	Easy Run 	Training			0	ASICS Gel-Pursue (01/09/2015)	Warm-up with my tibial tendon sore, though got better by the end for the most part 
02/09/2016	00:00:00	Eliptical Trainer	0	20:00.00		Training					Cool down on elliptical due to the tendon and just wanting to be careful. Went the trainers and iced and elevated. Will probably get new shoes tomorrow, and may go back to light stability shoes. 
02/09/2016	15:15:00	Running	5	26:30.00	20 x 300 	Workout			0	Nike Zoom Streak LT 2 (01/01/2016)	20 x 300 with 100m rest in bubble. Goal was 52-54 for the first 3, and sub 50 for the 4th. Good workout, but felt harder than I think it should have, and harder than last week for sure. The pounding was getting to my legs more than anything.<br /><br /><br />Splits: Well as I look at my watch I seem to have deleted the splits, but we hit goal pace for pretty much all of it 52-54. Fast reps went like, 47,49,50,49,46.<br /><br />
02/10/2016	10:30:00	Eliptical Trainer	0	30:00.00		Training					Elliptical for the AM 
02/10/2016	15:25:00	Running	4.5	30:00.00	Easy Run 	Training			0		After going to the trainers to heat, stretch, and tape. Leg got better as I went, but was not good, so I stopped running. 
02/10/2016	16:00:00	Eliptical Trainer	0	30:00.00		Training					Elliptical round 2. Getting a massage tomorrow night which will help hopefully. 
